         349480367 function calls (341997083 primitive calls) in 308.596 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 terminal.py:13(<module>)
        1    0.000    0.000    0.000    0.000 terminal.py:19(pytest_addoption)
        1    0.000    0.000    0.000    0.000 terminal.py:4(<module>)
        1    0.000    0.000    0.000    0.000 terminal.py:90(WarningReport)
        1    0.000    0.000    0.001    0.001 test_numexpr.py:12(<module>)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:294(test_numexpr2)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:299(test_evaluate)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:44(test_numexpr)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:564(Skip)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:671(test_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:679(test_int32_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:721(test_uint32_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:750(test_strings)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:858(test_irregular_stride)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:876(test_zerodim)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:912(test_threading_config)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:924(test_threading)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:968(test_subprocess)
        1    0.000    0.000    0.007    0.007 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:2120(TestSubDict)
        1    0.000    0.000    0.000    0.000 testing.py:2181(optional_args)
        1    0.000    0.000    0.000    0.000 testing.py:2406(SimpleMock)
        1    0.000    0.000    0.000    0.000 testing.py:2511(_AssertRaisesContextmanager)
        1    0.000    0.000    0.000    0.000 testing.py:2660(RNGContext)
        1    0.000    0.000    0.000    0.000 testing.py:2748(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2760(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2772(SubclassedSparseSeries)
        1    0.000    0.000    0.000    0.000 testing.py:2784(SubclassedSparseDataFrame)
        1    0.000    0.000    0.000    0.000 testing.py:2796(SubclassedCategorical)
        1    0.000    0.000    0.015    0.015 testing.py:5(<module>)
        1    0.000    0.000    0.000    0.000 testing.py:71(set_testing_mode)
        2    0.000    0.000    0.000    0.000 textwrap.py:115(__init__)
        2    0.000    0.000    0.000    0.000 textwrap.py:146(_munge_whitespace)
        2    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        2    0.000    0.000    0.000    0.000 textwrap.py:179(<listcomp>)
        2    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        2    0.000    0.000    0.000    0.000 textwrap.py:342(wrap)
        2    0.000    0.000    0.000    0.000 textwrap.py:356(fill)
        2    0.000    0.000    0.000    0.000 textwrap.py:381(fill)
      660    0.003    0.000    0.029    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 theme.py:16(Theme)
        1    0.000    0.000    0.000    0.000 theme.py:9(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1158(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:203(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:242(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:369(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        3    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:87(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 ticker.py:1051(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1067(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1137(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1157(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1182(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1308(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1417(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1517(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1546(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1592(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1612(LinearLocator)
        1    0.000    0.000    0.022    0.022 ticker.py:169(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1692(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1733(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1790(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2030(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:217(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:2225(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2395(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:243(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:2487(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2498(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2566(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:264(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:317(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:339(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:350(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:383(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:403(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:422(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:443(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:494(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:815(LogFormatter)
        1    0.000    0.000    0.000    0.000 tile.py:3(<module>)
        1    0.000    0.000    0.068    0.068 timedeltas.py:1(<module>)
        4    0.000    0.000    0.000    0.000 timedeltas.py:122(_join_i8_wrapper)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
        6    0.000    0.000    0.000    0.000 timedeltas.py:39(_td_index_cmp)
        1    0.000    0.000    0.000    0.000 timedeltas.py:83(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 timeit.py:51(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:84(Timer)
        1    0.000    0.000    0.007    0.007 tmpdir.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tmpdir.py:11(TempdirFactory)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:114(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.004    0.004 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:222(Untokenizer)
        2    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        4    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        4    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        2    0.000    0.000    0.001    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:99(TokenInfo)
        1    0.000    0.000    0.006    0.006 traceback.py:1(<module>)
       48    0.000    0.000    0.009    0.000 traceback.py:196(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
      144    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
      144    0.000    0.000    0.005    0.000 traceback.py:279(line)
      192    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
       48    0.001    0.000    0.009    0.000 traceback.py:313(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:426(TracebackException)
        1    0.000    0.000    0.000    0.000 transforms.py:1028(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1098(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1223(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1622(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1746(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1805(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1893(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2111(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2157(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2274(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2361(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2490(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:251(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2579(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2623(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2663(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2687(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2724(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2753(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2828(TransformedPatchPath)
        1    0.000    0.000    0.012    0.012 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:55(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:744(Bbox)
        1    0.000    0.000    0.000    0.000 truncate.py:6(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:139(eye)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.566    0.566 type_check.py:3(<module>)
      189    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.000    0.000 tz.py:1035(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1046(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1128(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1497(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:158(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:276(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:32(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:321(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:334(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:768(tzrange)
        1    0.000    0.000    0.000    0.000 tz.py:88(tzoffset)
        1    0.000    0.000    0.003    0.003 tz.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:929(tzstr)
        1    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
        1    0.000    0.000    0.001    0.001 tzfile.py:4(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:149(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:16(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:59(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 units.py:116(Registry)
        1    0.000    0.000    0.000    0.000 units.py:120(__init__)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        1    0.000    0.000    0.000    0.000 units.py:53(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:74(ConversionInterface)
        1    0.000    0.000    0.007    0.007 unittest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unittest.py:26(UnitTestCase)
        1    0.000    0.000    0.000    0.000 unittest.py:69(TestCaseFunction)
        4    0.000    0.000    0.001    0.000 util.py:1(<module>)
        3    0.000    0.000    0.000    0.000 util.py:68(_compose2)
        2    0.000    0.000    0.000    0.000 util.py:73(compose)
        1    0.000    0.000    0.000    0.000 utility.py:7(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:11(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:118(detect_number_of_threads)
        1    0.000    0.000    0.000    0.000 utils.py:136(CacheDict)
        2    0.000    0.000    0.000    0.000 utils.py:141(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1589(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1622(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1849(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1890(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:1955(suppress_warnings)
        1    0.000    0.000    0.125    0.125 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:41(KnownFailureException)
        1    0.000    0.000    0.018    0.018 utils.py:5(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:61(set_vml_num_threads)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:77(set_num_threads)
        2    0.000    0.000    0.000    0.000 utils.py:97(detect_number_of_cores)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:11(<module>)
     4790    0.003    0.000    0.006    0.000 version.py:114(_parse_version_parts)
     1072    0.004    0.000    0.011    0.000 version.py:131(_legacy_cmpkey)
        1    0.000    0.000    0.005    0.005 version.py:191(Version)
     2143    0.011    0.000    0.029    0.000 version.py:198(__init__)
     4152    0.002    0.000    0.002    0.000 version.py:207(<genexpr>)
      714    0.002    0.000    0.004    0.000 version.py:236(__str__)
     1428    0.002    0.000    0.030    0.000 version.py:24(parse)
     2768    0.001    0.000    0.001    0.000 version.py:244(<genexpr>)
       12    0.000    0.000    0.000    0.000 version.py:261(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
     3213    0.001    0.000    0.001    0.000 version.py:298(_parse_letter_version)
       31    0.000    0.000    0.000    0.000 version.py:302(__init__)
       31    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
       31    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
       19    0.000    0.000    0.000    0.000 version.py:331(_cmp)
     1071    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
       18    0.000    0.000    0.000    0.000 version.py:338(<genexpr>)
     1071    0.005    0.000    0.006    0.000 version.py:343(_cmpkey)
     1397    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:36(InvalidVersion)
       18    0.000    0.000    0.000    0.000 version.py:389(<genexpr>)
        1    0.000    0.000    0.007    0.007 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
     1110    0.000    0.000    0.001    0.000 version.py:47(__lt__)
     1110    0.000    0.000    0.000    0.000 version.py:48(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
       14    0.000    0.000    0.000    0.000 version.py:51(__lt__)
     1110    0.000    0.000    0.001    0.000 version.py:53(__eq__)
     1110    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
        2    0.000    0.000    0.000    0.000 version.py:57(__le__)
     2220    0.001    0.000    0.001    0.000 version.py:65(_compare)
        3    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
     1072    0.008    0.000    0.019    0.000 version.py:74(__init__)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 vml.py:12(Vml)
        1    0.000    0.000    0.000    0.000 vml.py:9(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        5    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        6    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        1    0.000    0.000    0.000    0.000 warnings.py:36(pytest_addoption)
        2    0.000    0.000    0.000    0.000 warnings.py:428(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
        2    0.000    0.000    0.000    0.000 warnings.py:468(__exit__)
        3    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 win.py:116(tzwinbase)
        1    0.000    0.000    0.000    0.000 win.py:190(tzwin)
        1    0.000    0.000    0.002    0.002 win.py:2(<module>)
        1    0.000    0.000    0.000    0.000 win.py:237(tzwinlocal)
        1    0.000    0.000    0.000    0.000 win.py:26(_settzkeyname)
        1    0.000    0.000    0.000    0.000 win.py:40(tzres)
        1    0.000    0.000    0.001    0.001 window.py:1057(Rolling)
        1    0.000    0.000    0.000    0.000 window.py:1290(RollingGroupby)
        1    0.000    0.000    0.001    0.001 window.py:1321(Expanding)
        1    0.000    0.000    0.000    0.000 window.py:1532(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 window.py:1570(EWM)
        1    0.000    0.000    0.000    0.000 window.py:357(Window)
        1    0.000    0.000    0.000    0.000 window.py:60(_Window)
        1    0.000    0.000    0.000    0.000 window.py:684(_GroupByMixin)
        1    0.000    0.000    0.008    0.008 window.py:7(<module>)
        1    0.000    0.000    0.000    0.000 window.py:719(_Rolling)
        1    0.000    0.000    0.000    0.000 window.py:811(_Rolling_and_Expanding)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:115(POINT)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        1    0.000    0.000    0.000    0.000 wintypes.py:143(WIN32_FIND_DATAA)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
        1    0.000    0.000    0.001    0.001 wintypes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 workbook.py:1656(WorksheetMeta)
        1    0.000    0.000    0.000    0.000 workbook.py:40(Workbook)
        1    0.000    0.000    0.219    0.219 workbook.py:9(<module>)
        2    0.000    0.000    0.000    0.000 worksheet.py:101(convert_column_args)
        1    0.000    0.000    0.000    0.000 worksheet.py:146(Worksheet)
       19    0.000    0.000    0.000    0.000 worksheet.py:47(convert_cell_args)
        8    0.000    0.000    0.000    0.000 worksheet.py:70(convert_range_args)
        1    0.000    0.000    0.030    0.030 worksheet.py:9(<module>)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:11(<module>)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:18(XMLwriter)
        1    0.000    0.000    0.000    0.000 zipfile.py:1040(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1795(PyZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:511(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:572(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:691(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:717(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(ZipExtFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:966(_ZipWriteFile)
  1588487    0.443    0.000    0.443    0.000 {built-in method __new__ of type object at 0x0000000066A5B3F0}
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
      122    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      565    0.001    0.000    0.001    0.000 {built-in method _collections._count_elements}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       54    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      493    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     4518    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       19    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
    45/42    0.392    0.009    0.441    0.011 {built-in method _imp.create_dynamic}
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       45    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
      136    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      670    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
     4518    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        3    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
   197868    1.163    0.000    1.163    0.000 {built-in method _operator.truediv}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
      151    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
     1659    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       65    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
      108    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
     1510    0.003    0.000    0.003    0.000 {built-in method _thread.allocate_lock}
     2613    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       10    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       77    0.001    0.000    0.001    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.000    0.000 {built-in method _win32sysloader.GetModuleFilename}
        1    0.004    0.004    0.004    0.004 {built-in method _win32sysloader.LoadModule}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
1628/1607    0.032    0.000    0.109    0.000 {built-in method builtins.__build_class__}
  513/100    0.001    0.000    2.574    0.026 {built-in method builtins.__import__}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      396    0.000    0.000    0.000    0.000 {built-in method builtins.all}
     2701    0.002    0.000    0.002    0.000 {built-in method builtins.any}
   987145    0.179    0.000    0.179    0.000 {built-in method builtins.callable}
      859    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       40    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    53529    0.431    0.000    0.439    0.000 {built-in method builtins.eval}
    574/1    0.018    0.000  308.606  308.606 {built-in method builtins.exec}
 15009211    6.029    0.000    6.936    0.000 {built-in method builtins.getattr}
      378    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
14425948/14425939    5.542    0.000    7.120    0.000 {built-in method builtins.hasattr}
  1792316    0.531    0.000    1.092    0.000 {built-in method builtins.hash}
       71    0.000    0.000    0.000    0.000 {built-in method builtins.id}
74964065/74964063   14.055    0.000   21.925    0.000 {built-in method builtins.isinstance}
11654519/11654448    1.877    0.000    1.879    0.000 {built-in method builtins.issubclass}
1805152/1804022    0.521    0.000    0.536    0.000 {built-in method builtins.iter}
18571275/11883748    5.220    0.000    8.264    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
     1151    0.001    0.000    0.001    0.000 {built-in method builtins.max}
     2949    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      435    0.001    0.000    0.196    0.000 {built-in method builtins.next}
     2347    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        5    0.002    0.000    0.002    0.000 {built-in method builtins.print}
      152    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     3050    0.002    0.000    0.002    0.000 {built-in method builtins.setattr}
      610    0.002    0.000    0.040    0.000 {built-in method builtins.sorted}
   197030    0.202    0.000    0.623    0.000 {built-in method builtins.sum}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
