         349480367 function calls (341997083 primitive calls) in 308.596 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.000    0.000 offsets.py:2937(<genexpr>)
       27    0.000    0.000    0.000    0.000 offsets.py:51(apply_wraps)
        1    0.000    0.000    0.000    0.000 offsets.py:514(SingleConstructorOffset)
        1    0.000    0.000    0.000    0.000 offsets.py:524(BusinessMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:582(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:589(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:702(BusinessHourMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:924(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:947(CustomBusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:973(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:990(get_calendar)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 openpyxl_compat.py:5(<module>)
       40    0.000    0.000    0.001    0.000 ops.py:1033(_flex_method_SERIES)
       68    0.000    0.000    0.002    0.000 ops.py:1171(_arith_method_FRAME)
       12    0.000    0.000    0.000    0.000 ops.py:1249(_flex_comp_method_FRAME)
       12    0.000    0.000    0.000    0.000 ops.py:1293(_comp_method_FRAME)
       20    0.000    0.000    0.000    0.000 ops.py:1320(_arith_method_PANEL)
       18    0.000    0.000    0.000    0.000 ops.py:1352(_comp_method_PANEL)
      337    0.000    0.000    0.000    0.000 ops.py:145(<genexpr>)
       13    0.000    0.000    0.001    0.000 ops.py:149(add_methods)
        1    0.000    0.000    0.000    0.000 ops.py:156(Constant)
        7    0.000    0.000    0.003    0.000 ops.py:170(add_special_arithmetic_methods)
        1    0.000    0.000    0.000    0.000 ops.py:178(Op)
        1    0.000    0.000    0.014    0.014 ops.py:2(<module>)
       35    0.000    0.000    0.000    0.000 ops.py:209(_wrap_inplace_method)
        6    0.000    0.000    0.005    0.001 ops.py:239(add_flex_arithmetic_methods)
        1    0.000    0.000    0.000    0.000 ops.py:281(_Op)
   197868    0.035    0.000    0.035    0.000 ops.py:303(<lambda>)
   197868    0.240    0.000    0.240    0.000 ops.py:306(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:315(BinOp)
   197868    0.472    0.000    4.039    0.000 ops.py:316(get_op)
        1    0.000    0.000    0.000    0.000 ops.py:32(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 ops.py:337(_TimeOp)
        1    0.000    0.000    0.000    0.000 ops.py:44(Term)
        1    0.000    0.000    0.000    0.000 ops.py:445(Div)
       13    0.001    0.000    0.007    0.001 ops.py:45(_create_methods)
        1    0.000    0.000    0.000    0.000 ops.py:478(UnaryOp)
        1    0.000    0.000    0.657    0.657 ops.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:523(MathCall)
        1    0.000    0.000    0.000    0.000 ops.py:539(FuncNode)
      151    0.000    0.000    0.000    0.000 ops.py:55(<lambda>)
      132    0.000    0.000    0.000    0.000 ops.py:57(<lambda>)
      370    0.000    0.000    0.000    0.000 ops.py:60(names)
   197868    0.106    0.000    0.427    0.000 ops.py:613(_align_method_SERIES)
   197868    0.420    0.000    8.200    0.000 ops.py:634(_construct_result)
       30    0.000    0.000    0.000    0.000 ops.py:648(_arith_method_SERIES)
   197868    0.705    0.000    9.848    0.000 ops.py:655(na_op)
      252    0.000    0.000    0.000    0.000 ops.py:66(<lambda>)
   197868    0.741    0.000   13.376    0.000 ops.py:679(safe_na_op)
   197868    1.497    0.000   28.796    0.000 ops.py:695(wrapper)
       10    0.000    0.000    0.003    0.000 ops.py:733(_comp_method_OBJECT_ARRAY)
       12    0.000    0.000    0.000    0.000 ops.py:749(_comp_method_SERIES)
   192374    2.288    0.000   11.819    0.000 ops.py:755(na_op)
   192374    1.990    0.000   37.763    0.000 ops.py:809(wrapper)
       12    0.000    0.000    0.000    0.000 ops.py:875(_bool_method_SERIES)
        1    0.000    0.000    0.000    0.000 os.py:1067(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
      105    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        2    0.000    0.000    0.000    0.000 os.py:720(<lambda>)
      111    0.000    0.000    0.000    0.000 os.py:728(check_str)
      109    0.000    0.000    0.000    0.000 os.py:734(encodekey)
        1    0.000    0.000    0.000    0.000 outcomes.py:10(OutcomeException)
        1    0.000    0.000    0.000    0.000 outcomes.py:32(Skipped)
        1    0.000    0.000    0.000    0.000 outcomes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 outcomes.py:42(Failed)
        1    0.000    0.000    0.000    0.000 outcomes.py:47(Exit)
        1    0.000    0.000    0.000    0.000 outcomes.py:91(XFailed)
        1    0.000    0.000    0.000    0.000 packager.py:31(Packager)
        1    0.000    0.000    0.068    0.068 packager.py:9(<module>)
        1    0.000    0.000    0.038    0.038 packers.py:39(<module>)
        1    0.000    0.000    0.000    0.000 packers.py:712(Packer)
        1    0.000    0.000    0.000    0.000 packers.py:728(Unpacker)
        1    0.000    0.000    0.000    0.000 packers.py:746(Iterator)
        1    0.000    0.000    0.001    0.001 panel.py:108(Panel)
        2    0.000    0.000    0.002    0.001 panel.py:1484(_add_aggregate_operations)
       28    0.000    0.000    0.001    0.000 panel.py:1502(_panel_arith_method)
        1    0.000    0.000    0.000    0.000 panel.py:1574(WidePanel)
        1    0.000    0.000    0.000    0.000 panel.py:1584(LongPanel)
        1    0.000    0.000    0.003    0.003 panel.py:3(<module>)
        1    0.000    0.000    0.054    0.054 panel4d.py:1(<module>)
        1    0.000    0.000    0.000    0.000 panelnd.py:1(<module>)
        1    0.000    0.000    0.002    0.002 panelnd.py:8(create_nd_panel_factory)
        4    0.000    0.000    0.000    0.000 parse.py:109(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:173(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:203(_NetlocResultMixinBytes)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:308(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:316(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:321(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:327(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:335(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:340(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:346(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 parse.py:359(urlparse)
        2    0.000    0.000    0.000    0.000 parse.py:392(urlsplit)
        1    0.000    0.000    0.000    0.000 parse.py:723(Quoter)
        4    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        1    0.000    0.000    0.000    0.000 parser.py:1185(_tzparser)
        1    0.000    0.000    0.000    0.000 parser.py:1187(_result)
        1    0.000    0.000    0.000    0.000 parser.py:1192(_attr)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:210(_resultbase)
        1    0.000    0.000    0.000    0.000 parser.py:232(parserinfo)
        1    0.000    0.000    0.000    0.000 parser.py:283(__init__)
        1    0.000    0.000    0.011    0.011 parser.py:29(<module>)
        7    0.000    0.000    0.000    0.000 parser.py:298(_convert)
        1    0.000    0.000    0.000    0.000 parser.py:374(_ymd)
        1    0.000    0.000    0.000    0.000 parser.py:48(_timelex)
        1    0.000    0.000    0.000    0.000 parser.py:485(parser)
        1    0.000    0.000    0.000    0.000 parser.py:486(__init__)
        1    0.000    0.000    0.029    0.029 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:617(_result)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.006    0.006 parsers.py:1000(read)
        1    0.000    0.000    0.000    0.000 parsers.py:1031(_create_index)
        3    0.000    0.000    0.000    0.000 parsers.py:1045(_is_index_col)
        1    0.000    0.000    0.000    0.000 parsers.py:1094(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1134(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1155(ParserBase)
        1    0.000    0.000    0.000    0.000 parsers.py:1157(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:1222(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 parsers.py:1302(_maybe_dedup_names)
        2    0.000    0.000    0.000    0.000 parsers.py:1322(_maybe_make_multi_index_columns)
        2    0.000    0.000    0.000    0.000 parsers.py:1326(<listcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:1330(_make_index)
        1    0.000    0.000    0.000    0.000 parsers.py:1573(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 parsers.py:1584(CParserWrapper)
        1    0.001    0.001    0.001    0.001 parsers.py:1589(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:1680(close)
        1    0.000    0.000    0.000    0.000 parsers.py:1690(_set_noconvert_columns)
        1    0.000    0.000    0.004    0.004 parsers.py:1746(read)
        1    0.000    0.000    0.000    0.000 parsers.py:1821(<listcomp>)
       33    0.000    0.000    0.000    0.000 parsers.py:1823(<genexpr>)
        1    0.000    0.000    0.000    0.000 parsers.py:1919(PythonParser)
        1    0.000    0.000    0.000    0.000 parsers.py:2911(_make_date_converter)
        1    0.000    0.000    0.000    0.000 parsers.py:2949(_process_date_conversion)
        1    0.000    0.000    0.017    0.017 parsers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 parsers.py:3032(_clean_na_values)
        1    0.000    0.000    0.000    0.000 parsers.py:3208(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 parsers.py:3306(FixedWidthFieldParser)
        2    0.000    0.000    0.000    0.000 parsers.py:352(_validate_integer)
        1    0.000    0.000    0.007    0.007 parsers.py:382(_read)
        2    0.000    0.000    0.000    0.000 parsers.py:499(_make_parser_function)
        1    0.000    0.000    0.007    0.007 parsers.py:503(parser_f)
        1    0.000    0.000    0.000    0.000 parsers.py:690(TextFileReader)
        1    0.000    0.000    0.001    0.001 parsers.py:697(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:766(close)
        1    0.000    0.000    0.000    0.000 parsers.py:769(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 parsers.py:806(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 parsers.py:823(_clean_options)
        1    0.000    0.000    0.001    0.001 parsers.py:983(_make_engine)
        1    0.000    0.000    0.000    0.000 pastebin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pastebin.py:9(pytest_addoption)
        1    0.000    0.000    0.000    0.000 path.py:13(<module>)
        1    0.000    0.000    0.000    0.000 path.py:30(Path)
        1    0.000    0.000    0.006    0.006 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1424(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1427(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:274(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:377(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
       10    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
        3    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        1    0.000    0.000    0.000    0.000 pathlib.py:44(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:467(_Selector)
        2    0.000    0.000    0.000    0.000 pathlib.py:48(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:492(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:498(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:514(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:537(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:574(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:957(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:962(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:970(Path)
        1    0.000    0.000    0.000    0.000 pdb.py:123(_rstr)
        1    0.000    0.000    0.000    0.000 pdb.py:136(Pdb)
        1    0.000    0.000    0.004    0.004 pdb.py:66(<module>)
        1    0.000    0.000    0.000    0.000 pdb.py:85(Restart)
        1    0.000    0.000    0.000    0.000 period.py:125(PeriodIndex)
